,count,mean,std,min,25%,50%,75%,max
2762,57268.0,30.984916013134335,9.842836630281816,-0.3033999999999999,24.141960000000005,30.643625,37.00237750000001,65.67515999999999
2764,57268.0,31.054676987611934,9.854637534967287,-0.2703600000000006,24.203294999999997,30.716614999999997,37.079055,65.77042999999999
2766,57268.0,31.158256484626868,9.872337975182942,-0.2202799999999997,24.294782499999997,30.822025,37.19190749999999,65.91104999999999
2768,57268.0,31.22100588074627,9.882592976662412,-0.19068000000000013,24.349845000000002,30.885615,37.26253000000001,65.99430000000001
2770,57268.0,31.293395681194028,9.894601426926542,-0.15566,24.4147325,30.960094999999992,37.34241,66.09333
2772,57268.0,31.359213912835816,9.905955674250782,-0.12313000000000009,24.47394000000001,31.02730999999999,37.41772749999999,66.18698000000002
2774,57268.0,31.428453409850754,9.917794282640457,-0.08903999999999987,24.53416,31.097595000000002,37.496399999999994,66.28335999999999
2776,57268.0,31.509328253134324,9.930317198650224,-0.051520000000000274,24.607352500000005,31.178530000000006,37.58800500000001,66.3878
2778,57268.0,31.59636279716418,9.9429778705252,-0.012170000000000111,24.688280000000002,31.266889999999993,37.68537,66.49607999999998
2780,57268.0,31.68018361865672,9.955495138707226,0.025979999999999663,24.7652875,31.352340000000005,37.77961750000001,66.60287999999998
2782,57268.0,31.760888495373127,9.967877819366292,0.06325,24.840342500000006,31.436010000000007,37.8701875,66.7087
2784,57268.0,31.841491074925383,9.98022118829929,0.10029000000000039,24.912572500000007,31.518580000000004,37.95711750000002,66.81594999999999
2786,57268.0,31.91617806746268,9.992086227571363,0.1345100000000003,24.978417499999995,31.594334999999987,38.037102499999996,66.91852
2788,57268.0,31.99112065895523,10.004296716589995,0.16860999999999982,25.0458075,31.669510000000002,38.11878499999999,67.02496999999998
2790,57268.0,32.056803718208954,10.014456148688877,0.19778999999999958,25.106544999999997,31.736165000000003,38.19533250000001,67.11696999999998
2792,57268.0,32.19825610865671,10.033361996848699,0.26173999999999964,25.240735000000008,31.879254999999993,38.350480000000005,67.29965000000001
2794,57268.0,32.28969465298508,10.045476372869564,0.30180999999999986,25.322649999999996,31.973509999999994,38.45154999999999,67.41717
2796,57268.0,32.374632839850726,10.057683199696156,0.33979999999999994,25.402652500000013,32.062070000000006,38.545474999999996,67.53085000000003
2798,57268.0,32.4639338119403,10.07084759947129,0.3794999999999998,25.485312500000003,32.156035,38.64479,67.64975
2800,57268.0,32.562703109552245,10.0851768505108,0.42242999999999964,25.57515750000001,32.25923500000001,38.7524,67.77663999999999
2802,57268.0,32.66281919253731,10.100443399549869,0.4640299999999996,25.664395,32.363139999999994,38.86369250000001,67.90528999999998
2804,57268.0,32.75684317895523,10.115915610198202,0.5031799999999998,25.747119999999995,32.46403000000001,38.971309999999995,68.03094999999999
2806,57268.0,32.84507507044776,10.130894946855676,0.5415200000000002,25.825397500000008,32.55624500000001,39.07105749999998,68.15275
2808,57268.0,32.93082304059701,10.145436703596168,0.5798000000000003,25.904289999999996,32.640980000000006,39.1671275,68.2744
